"","Date","Longitude","Latitude","Code","station"
"208",2014-05-09 01:00:00,"72.35","-7.5","135869","GPS"
"209",2014-05-09 07:00:00,"72.325","-7.525","135869","GPS"
"210",2014-05-09 12:00:00,"72.325","-7.425","135869","GPS"
"211",2014-05-09 13:00:00,"72.325","-7.425","135869","GPS"
"212",2014-05-10 00:00:00,"72.25","-7.35","135869","GPS"
"213",2014-05-10 01:00:00,"72.25","-7.35","135869","GPS"
"214",2014-05-10 07:00:00,"72.3","-7.175","135869","GPS"
"215",2014-05-10 12:00:00,"72.3","-7.2","135869","GPS"
"216",2014-05-10 13:00:00,"72.3","-7.2","135869","GPS"
"217",2014-05-11 00:00:00,"72.35","-7.2","135869","GPS"
"218",2014-05-11 01:00:00,"72.35","-7.2","135869","GPS"
"219",2014-05-11 01:00:00,"72.35","-7.2","135869","GPS"
"220",2014-05-11 12:00:00,"72.575","-6.875","135869","GPS"
"221",2014-05-11 12:00:00,"72.575","-6.875","135869","GPS"
"222",2014-05-12 00:00:00,"72.85","-6.675","135869","GPS"
"223",2014-05-12 00:00:00,"72.85","-6.675","135869","GPS"
"224",2014-05-12 01:00:00,"72.85","-6.675","135869","GPS"
"225",2014-05-12 12:00:00,"72.725","-6.625","135869","GPS"
"226",2014-05-12 13:00:00,"72.725","-6.625","135869","GPS"
"227",2014-05-13 00:00:00,"72.65","-6.6","135869","GPS"
"228",2014-05-13 01:00:00,"72.65","-6.6","135869","GPS"
"229",2014-05-13 12:00:00,"72.575","-6.55","135869","GPS"
"230",2014-05-13 13:00:00,"72.575","-6.55","135869","GPS"
"231",2014-05-14 00:00:00,"72.525","-6.45","135869","GPS"
"232",2014-05-14 01:00:00,"72.525","-6.45","135869","GPS"
"233",2014-05-14 05:00:00,"72.5","-6.4","135869","GPS"
"234",2014-05-14 12:00:00,"72.525","-6.375","135869","GPS"
"235",2014-05-14 13:00:00,"72.525","-6.375","135869","GPS"
"236",2014-05-15 00:00:00,"72.45","-6.35","135869","GPS"
"237",2014-05-15 01:00:00,"72.45","-6.35","135869","GPS"
"238",2014-05-15 04:00:00,"72.4","-6.35","135869","GPS"
"239",2014-05-15 12:00:00,"72.5","-6.4","135869","GPS"
"240",2014-05-15 13:00:00,"72.525","-6.375","135869","GPS"
"241",2014-05-16 00:00:00,"72.45","-6.45","135869","GPS"
"242",2014-05-16 01:00:00,"72.45","-6.45","135869","GPS"
"243",2014-05-16 03:00:00,"72.425","-6.475","135869","GPS"
"244",2014-05-16 12:00:00,"72.5","-6.55","135869","GPS"
"245",2014-05-16 13:00:00,"72.5","-6.55","135869","GPS"
"246",2014-05-17 00:00:00,"72.45","-6.5","135869","GPS"
"247",2014-05-17 01:00:00,"72.45","-6.475","135869","GPS"
"248",2014-05-17 03:00:00,"72.425","-6.575","135869","GPS"
"249",2014-05-17 12:00:00,"72.425","-6.625","135869","GPS"
"250",2014-05-17 13:00:00,"72.425","-6.625","135869","GPS"
"251",2014-05-18 00:00:00,"72.4","-6.5","135869","GPS"
"252",2014-05-18 01:00:00,"72.4","-6.5","135869","GPS"
"253",2014-05-18 01:00:00,"72.4","-6.5","135869","GPS"
"254",2014-05-18 12:00:00,"72.375","-6.55","135869","GPS"
"255",2014-05-18 13:00:00,"72.375","-6.55","135869","GPS"
"256",2014-05-19 00:00:00,"72.275","-6.225","135869","GPS"
"257",2014-05-19 01:00:00,"72.275","-6.225","135869","GPS"
"258",2014-05-19 01:00:00,"72.275","-6.225","135869","GPS"
"259",2014-05-19 12:00:00,"72.2","-6.25","135869","GPS"
"260",2014-05-19 12:00:00,"72.2","-6.25","135869","GPS"
"261",2014-05-20 00:00:00,"72.075","-6.225","135869","GPS"
"262",2014-05-20 01:00:00,"72.075","-6.225","135869","GPS"
"263",2014-05-20 02:00:00,"72.05","-6.225","135869","GPS"
"264",2014-05-20 12:00:00,"71.9","-6.15","135869","GPS"
"265",2014-05-20 13:00:00,"71.9","-6.15","135869","GPS"
"266",2014-05-21 00:00:00,"71.7","-6.15","135869","GPS"
"267",2014-05-21 12:00:00,"71.5","-6.1","135869","GPS"
"268",2014-05-21 13:00:00,"71.5","-6.1","135869","GPS"
"269",2014-05-21 18:00:00,"71.55","-6.1","135869","GPS"
"270",2014-05-22 00:00:00,"71.55","-6.525","135869","GPS"
"271",2014-05-22 00:00:00,"71.55","-6.525","135869","GPS"
"272",2014-05-22 01:00:00,"71.55","-6.525","135869","GPS"
"273",2014-05-22 07:00:00,"71.575","-6.725","135869","GPS"
"274",2014-05-22 12:00:00,"71.6","-6.7","135869","GPS"
"275",2014-05-22 12:00:00,"71.6","-6.7","135869","GPS"
"276",2014-05-23 00:00:00,"71.425","-6.25","135869","GPS"
"277",2014-05-23 01:00:00,"71.425","-6.25","135869","GPS"
"278",2014-05-23 07:00:00,"71.625","-6.35","135869","GPS"
"279",2014-05-23 12:00:00,"71.75","-6.45","135869","GPS"
"280",2014-05-23 13:00:00,"71.75","-6.45","135869","GPS"
"281",2014-05-24 00:00:00,"71.975","-6.45","135869","GPS"
"282",2014-05-24 01:00:00,"71.975","-6.45","135869","GPS"
"283",2014-05-24 01:00:00,"71.975","-6.45","135869","GPS"
"284",2014-05-24 12:00:00,"72.325","-6.975","135869","GPS"
"285",2014-05-24 13:00:00,"72.325","-6.975","135869","GPS"
"286",2014-05-25 00:00:00,"72.625","-7.3","135869","GPS"
"287",2014-05-25 12:00:00,"72.9","-7.525","135869","GPS"
"288",2014-05-25 13:00:00,"72.9","-7.55","135869","GPS"
"289",2014-05-25 20:00:00,"73.075","-7.65","135869","GPS"
"290",2014-05-26 00:00:00,"73.125","-7.65","135869","GPS"
"291",2014-05-26 01:00:00,"73.125","-7.65","135869","GPS"
"292",2014-05-26 01:00:00,"73.125","-7.65","135869","GPS"
"293",2014-05-26 03:00:00,"73.125","-7.675","135869","GPS"
"294",2014-05-26 12:00:00,"73.125","-7.7","135869","GPS"
"295",2014-05-26 13:00:00,"73.15","-7.7","135869","GPS"
"296",2014-05-27 00:00:00,"73.1","-7.7","135869","GPS"
"297",2014-05-27 12:00:00,"73.125","-7.75","135869","GPS"
"298",2014-05-27 13:00:00,"73.125","-7.775","135869","GPS"
"299",2014-05-27 18:00:00,"73.1","-7.775","135869","GPS"
"300",2014-05-28 00:00:00,"73.075","-7.775","135869","GPS"
"301",2014-05-28 00:00:00,"73.075","-7.775","135869","GPS"
"302",2014-05-28 12:00:00,"73.125","-7.775","135869","GPS"
"303",2014-05-28 13:00:00,"73.125","-7.775","135869","GPS"
"304",2014-05-29 00:00:00,"73.2","-7.75","135869","GPS"
"305",2014-05-29 01:00:00,"73.2","-7.75","135869","GPS"
"306",2014-05-29 01:00:00,"73.2","-7.75","135869","GPS"
"307",2014-05-29 01:00:00,"73.2","-7.75","135869","GPS"
"308",2014-05-29 12:00:00,"73.2","-7.85","135869","GPS"
"309",2014-05-29 13:00:00,"73.2","-7.85","135869","GPS"
